code,suffix,name,sector,subsector
016710,KS,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업,
471050,KQ,대신밸런스제17호스팩,금융 지원 서비스업,
482690,KQ,대신밸런스제19호스팩,금융 지원 서비스업,
020180,KQ,대신정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
003540,KS,대신증권,금융 지원 서비스업,
003547,KS,대신증권2우B,,
003545,KS,대신증권우,,
045390,KQ,대아티아이,기타 전기장비 제조업,
009190,KS,대양금속,1차 철강 제조업,
108380,KQ,대양전기공업,선박 및 보트 건조업,
014160,KS,대영포장,"골판지, 종이 상자 및 종이용기 제조업",
047040,KS,대우건설,건물 건설업,
003090,KS,대웅,의약품 제조업,
069620,KS,대웅제약,의약품 제조업,
007680,KQ,대원,건물 건설업,
000430,KS,대원강업,자동차 신품 부품 제조업,
048910,KQ,대원미디어,기타 전문 도매업,
005710,KQ,대원산업,자동차 신품 부품 제조업,
006340,KS,대원전선,절연선 및 케이블 제조업,
003220,KS,대원제약,의약품 제조업,
024890,KS,대원화성,플라스틱제품 제조업,
120240,KQ,대정화금,기초 화학물질 제조업,
003310,KQ,대주산업,동물용 사료 및 조제식품 제조업,
078600,KQ,대주전자재료,전자부품 제조업,
393970,KQ,대진첨단소재,플라스틱제품 제조업,
012800,KS,대창,1차 비철금속 제조업,
015230,KS,대창단조,자동차 신품 부품 제조업,
096350,KQ,대창솔루션,"구조용 금속제품, 탱크 및 증기발생기 제조업",
140520,KQ,대창스틸,1차 철강 제조업,
131220,KQ,대한과학,기계장비 및 관련 물품 도매업,
010170,KQ,대한광통신,절연선 및 케이블 제조업,
054670,KQ,대한뉴팜,의약품 제조업,
001070,KS,대한방직,직물직조 및 직물제품 제조업,
023910,KQ,대한약품,의약품 제조업,
006650,KS,대한유화,기초 화학물질 제조업,
001440,KS,대한전선,절연선 및 케이블 제조업,
084010,KS,대한제강,1차 철강 제조업,
001790,KS,대한제당,"곡물가공품, 전분 및 전분제품 제조업",
001130,KS,대한제분,"곡물가공품, 전분 및 전분제품 제조업",
439260,KS,대한조선,선박 및 보트 건조업,
003490,KS,대한항공,항공 여객 운송업,
003495,KS,대한항공우,,
005880,KS,대한해운,해상 운송업,
003830,KS,대한화섬,화학섬유 제조업,
016090,KS,대현,봉제의복 제조업,
069460,KS,대호에이엘,1차 비철금속 제조업,
021040,KQ,대호특수강,1차 철강 제조업,
021045,KQ,대호특수강우,,
067080,KQ,대화제약,의약품 제조업,
298540,KQ,더네이쳐홀딩스,의복 액세서리 제조업,
032860,KQ,더라미,"해체, 선별 및 원료 재생업",
475560,KS,더본코리아,상품 종합 도매업,
192080,KS,더블유게임즈,소프트웨어 개발 및 공급업,
393890,KQ,더블유씨피,일차전지 및 이차전지 제조업,
299170,KQ,더블유에스아이,생활용품 도매업,
012510,KS,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
462860,KQ,더즌,전기 통신업,
224060,KQ,더코디,전자부품 제조업,
043090,KQ,더테크놀로지,기타 전문 도매업,
403850,KQ,더핑크퐁컴퍼니,"영화, 비디오물, 방송프로그램 제작 및 배급업",
213420,KQ,덕산네오룩스,전자부품 제조업,
317330,KQ,덕산테코피아,기타 화학제품 제조업,
077360,KQ,덕산하이메탈,반도체 제조업,
004830,KS,덕성,플라스틱제품 제조업,
004835,KS,덕성우,,
090410,KQ,덕신이피씨,"구조용 금속제품, 탱크 및 증기발생기 제조업",
263600,KQ,덕우전자,전자부품 제조업,
194480,KQ,데브시스터즈,소프트웨어 개발 및 공급업,
373160,KQ,데이원컴퍼니,기타 교육기관,
263800,KQ,데이타솔루션,기계장비 및 관련 물품 도매업,
206560,KQ,덱스터,"영화, 비디오물, 방송프로그램 제작 및 배급업",
261200,KQ,덴티스,의료용 기기 제조업,
145720,KS,덴티움,의료용 기기 제조업,
484120,KQ,도우인시스,전자부품 제조업,
067990,KQ,도이치모터스,자동차 판매업,
002150,KS,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업",
006620,KQ,동구바이오제약,의약품 제조업,
100130,KQ,동국S&C,"구조용 금속제품, 탱크 및 증기발생기 제조업",
005160,KQ,동국산업,1차 철강 제조업,
303810,KQ,동국생명과학,의약품 제조업,
460850,KS,동국씨엠,1차 철강 제조업,
075970,KQ,동국알앤에스,기타 비금속 광물제품 제조업,
460860,KS,동국제강,1차 철강 제조업,
086450,KQ,동국제약,의약품 제조업,
001230,KS,동국홀딩스,기타 금융업,
023450,KS,동남합성,기초 화학물질 제조업,
004140,KS,동방,기타 운송관련 서비스업,
099410,KQ,동방선기,선박 및 보트 건조업,
007590,KS,동방아그로,"비료, 농약 및 살균, 살충제 제조업",
005960,KS,동부건설,토목 건설업,
005965,KS,동부건설우,,
026960,KS,동서,음·식료품 및 담배 도매업,
002210,KS,동성제약,의약품 제조업,
102260,KS,동성케미컬,합성고무 및 플라스틱 물질 제조업,
033500,KQ,동성화인텍,기초 화학물질 제조업,
025950,KQ,동신건설,토목 건설업,
000640,KS,동아쏘시오홀딩스,기타 금융업,
170900,KS,동아에스티,의약품 제조업,
088130,KQ,동아엘텍,특수 목적용 기계 제조업,
028100,KS,동아지질,기반조성 및 시설물 축조관련 전문공사업,
001520,KS,동양,"시멘트, 석회, 플라스터 및 그 제품 제조업",
001527,KS,동양2우B,,
084670,KS,동양고속,육상 여객 운송업,
082640,KS,동양생명,보험업,
060380,KQ,동양에스텍,1차 철강 제조업,
079960,KQ,동양이엔피,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
228340,KQ,동양파일,"시멘트, 석회, 플라스터 및 그 제품 제조업",
088910,KQ,동우팜투테이블,"도축, 육류 가공 및 저장 처리업",
094170,KQ,동운아나텍,반도체 제조업,
013120,KQ,동원개발,건물 건설업,
018500,KS,동원금속,자동차 신품 부품 제조업,
006040,KS,동원산업,기타 금융업,
030720,KS,동원수산,어로 어업,
014820,KS,동원시스템즈,플라스틱제품 제조업,
014825,KS,동원시스템즈우,,
111380,KS,동인기연,"가죽, 가방 및 유사제품 제조업",
163560,KS,동일고무벨트,고무제품 제조업,
109860,KQ,동일금속,금속 주조업,
032960,KQ,동일기연,전자부품 제조업,
004890,KS,동일산업,1차 철강 제조업,
023790,KQ,동일스틸럭스,1차 철강 제조업,
002690,KS,동일제강,1차 철강 제조업,
005290,KQ,동진쎄미켐,기초 화학물질 제조업,
025900,KQ,동화기업,나무제품 제조업,
000020,KS,동화약품,의약품 제조업,
000150,KS,두산,전자부품 제조업,
000157,KS,두산2우B,,
454910,KS,두산로보틱스,특수 목적용 기계 제조업,
241560,KS,두산밥캣,특수 목적용 기계 제조업,
034020,KS,두산에너빌리티,일반 목적용 기계 제조업,
000155,KS,두산우,,
131970,KQ,두산테스나,"그외 기타 전문, 과학 및 기술 서비스업",
336260,KS,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
016740,KS,두올,자동차 신품 부품 제조업,
073190,KQ,듀오백,가구 제조업,
176750,KQ,듀켐바이오,의약품 제조업,
030350,KQ,드래곤플라이,소프트웨어 개발 및 공급업,
203650,KQ,드림시큐리티,소프트웨어 개발 및 공급업,
223250,KQ,드림씨아이에스,자연과학 및 공학 연구개발업,
060570,KQ,드림어스컴퍼니,영상·오디오물 제공 서비스업,
362990,KQ,드림인사이트,광고업,
192650,KS,드림텍,전자부품 제조업,
016670,KQ,디모아,기타 전문 도매업,
187870,KQ,디바이스,특수 목적용 기계 제조업,
489730,KQ,디비금융제13호스팩,기타 금융업,
024090,KS,디씨엠,1차 철강 제조업,
003160,KS,디아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
092200,KS,디아이씨,자동차 신품 부품 제조업,
110990,KQ,디아이티,특수 목적용 기계 제조업,
263690,KQ,디알젬,의료용 기기 제조업,
214680,KQ,디알텍,의료용 기기 제조업,
347850,KQ,디앤디파마텍,자연과학 및 공학 연구개발업,
377190,KS,디앤디플랫폼리츠,부동산 임대 및 공급업,
263720,KQ,디앤씨미디어,"서적, 잡지 및 기타 인쇄물 출판업",
376300,KQ,디어유,소프트웨어 개발 및 공급업,
104040,KQ,디에스엠,자동차 신품 부품 제조업,
109740,KQ,디에스케이,특수 목적용 기계 제조업,
031860,KQ,디에이치엑스컴퍼니,상품 종합 도매업,
066900,KQ,디에이피,전자부품 제조업,
092070,KQ,디엔에프,기타 화학제품 제조업,
039840,KQ,디오,의료용 기기 제조업,
013570,KS,디와이,기타 금융업,
024900,KS,디와이덕양,자동차 신품 부품 제조업,
219550,KQ,디와이디,생활용품 도매업,
310870,KQ,디와이씨,자동차 신품 부품 제조업,
002880,KS,디와이에이,자동차 신품 부품 제조업,
210540,KS,디와이파워,특수 목적용 기계 제조업,
104460,KQ,디와이피엔에프,일반 목적용 기계 제조업,
113810,KQ,디젠스,자동차 신품 부품 제조업,
043360,KQ,디지아이,컴퓨터 및 주변장치 제조업,
197140,KQ,디지캡,소프트웨어 개발 및 공급업,
068930,KQ,디지털대성,일반 교습 학원,
033130,KQ,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",
105740,KQ,디케이락,일반 목적용 기계 제조업,
263020,KQ,디케이앤디,플라스틱제품 제조업,
290550,KQ,디케이티,전자부품 제조업,
066670,KQ,디티씨,부동산 임대 및 공급업,
187220,KQ,디티앤씨,기타 과학기술 서비스업,
383930,KQ,디티앤씨알오,자연과학 및 공학 연구개발업,
131180,KQ,딜리,컴퓨터 및 주변장치 제조업,
315640,KQ,딥노이드,소프트웨어 개발 및 공급업,
900110,KQ,딥커머스,기타 금융업,
317120,KQ,라닉스,반도체 제조업,
462510,KQ,라메디텍,의료용 기기 제조업,
232680,KQ,라온로보틱스,특수 목적용 기계 제조업,
042510,KQ,라온시큐어,소프트웨어 개발 및 공급업,
418420,KQ,라온텍,전자부품 제조업,
300120,KQ,라온피플,소프트웨어 개발 및 공급업,
171120,KQ,라이온켐텍,기타 화학제품 제조업,
388790,KQ,라이콤,통신 및 방송 장비 제조업,
214260,KQ,라파스,기타 화학제품 제조업,
171010,KQ,램테크놀러지,기초 화학물질 제조업,
084650,KQ,랩지노믹스,자연과학 및 공학 연구개발업,
217500,KQ,러셀,특수 목적용 기계 제조업,
038390,KQ,레드캡투어,여행사 및 기타 여행보조 서비스업,
294140,KQ,레몬,화학섬유 제조업,
443250,KQ,레뷰코퍼레이션,광고업,
228670,KQ,레이,의료용 기기 제조업,
228850,KQ,레이언스,의료용 기기 제조업,
412350,KQ,레이저쎌,특수 목적용 기계 제조업,
199550,KQ,레이저옵텍,의료용 기기 제조업,
281740,KQ,레이크머티리얼즈,기타 화학제품 제조업,
277810,KQ,레인보우로보틱스,특수 목적용 기계 제조업,
215100,KQ,로보로보,기타 전기장비 제조업,
090360,KQ,로보스타,특수 목적용 기계 제조업,
108490,KQ,로보티즈,특수 목적용 기계 제조업,
900260,KQ,로스웰,기타 금융업,
033290,KQ,로젠,"섬유, 의복, 신발 및 가죽제품 소매업",
067730,KQ,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
071280,KQ,로체시스템즈,특수 목적용 기계 제조업,
376900,KQ,로킷헬스케어,의료용품 및 기타 의약 관련제품 제조업,
214610,KQ,롤링스톤,의료용 기기 제조업,
032350,KS,롯데관광개발,여행사 및 기타 여행보조 서비스업,
089860,KS,롯데렌탈,운송장비 임대업,
330590,KS,롯데리츠,부동산 임대 및 공급업,
000400,KS,롯데손해보험,보험업,
023530,KS,롯데쇼핑,종합 소매업,
020150,KS,롯데에너지머티리얼즈,전자부품 제조업,
280360,KS,롯데웰푸드,기타 식품 제조업,
286940,KS,롯데이노베이트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
004000,KS,롯데정밀화학,기초 화학물질 제조업,
004990,KS,롯데지주,기타 금융업,
005300,KS,롯데칠성,비알코올음료 및 얼음 제조업,
005305,KS,롯데칠성우,,
011170,KS,롯데케미칼,기초 화학물질 제조업,
071840,KS,롯데하이마트,가전제품 및 정보통신장비 소매업,
328130,KQ,루닛,소프트웨어 개발 및 공급업,
038060,KQ,루멘스,반도체 제조업,
474170,KQ,루미르,"항공기,우주선 및 부품 제조업",
195990,KQ,루트K,특수 목적용 기계 제조업,
141080,KQ,리가켐바이오,자연과학 및 공학 연구개발업,
058470,KQ,리노공업,전자부품 제조업,
016100,KQ,리더스코스메틱,"골판지, 종이 상자 및 종이용기 제조업",
012700,KQ,리드코프,기타 전문 도매업,
302550,KQ,리메드,의료용 기기 제조업,
491000,KQ,리브스메드,의료용 기기 제조업,
394420,KQ,리센스메디컬,의료용 기기 제조업,
073570,KQ,리튬포어스,그외 기타 제품 제조업,
377450,KQ,리파인,기타 정보 서비스업,
277070,KQ,린드먼아시아,신탁업 및 집합투자업,
042500,KQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
193250,KQ,링크드,전자부품 제조업,
474650,KQ,링크솔루션,특수 목적용 기계 제조업,
219420,KQ,링크제니시스,소프트웨어 개발 및 공급업,
439090,KQ,마녀공장,기타 화학제품 제조업,
027740,KS,마니커,"도축, 육류 가공 및 저장 처리업",
195500,KQ,마니커에프앤지,"도축, 육류 가공 및 저장 처리업",
357430,KS,마스턴프리미어리츠,부동산 임대 및 공급업,
377480,KQ,마음AI,소프트웨어 개발 및 공급업,
305090,KQ,마이크로디지탈,의료용 기기 제조업,
098120,KQ,마이크로컨텍솔,전자부품 제조업,
424980,KQ,마이크로투나노,반도체 제조업,
038290,KQ,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업",
477850,KQ,마키나락스,소프트웨어 개발 및 공급업,
001080,KS,만호제강,1차 철강 제조업,
267980,KQ,매일유업,동·식물성 유지 및 낙농제품 제조업,
005990,KQ,매일홀딩스,동·식물성 유지 및 낙농제품 제조업,
093520,KQ,매커스,기계장비 및 관련 물품 도매업,
100590,KQ,머큐리,통신 및 방송 장비 제조업,
067280,KQ,멀티캠퍼스,기타 교육기관,
072870,KQ,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업",
215200,KQ,메가스터디교육,일반 교습 학원,
133750,KQ,메가엠디,일반 교습 학원,
446540,KQ,메가터치,일차전지 및 이차전지 제조업,
235980,KQ,메드팩토,자연과학 및 공학 연구개발업,
041920,KQ,메디아나,의료용 기기 제조업,
014100,KQ,메디앙스,상품 종합 도매업,
054180,KQ,메디콕스,선박 및 보트 건조업,
086900,KQ,메디톡스,기초 의약물질 제조업,
078160,KQ,메디포스트,기초 의약물질 제조업,
138040,KS,메리츠금융지주,기타 금융업,
408920,KQ,메쎄이상,기타 사업지원 서비스업,
021880,KQ,메이슨캐피탈,기타 금융업,
140410,KQ,메지온,자연과학 및 공학 연구개발업,
241770,KQ,메카로,반도체 제조업,
090370,KS,메타랩스,봉제의복 제조업,
059210,KQ,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,
118000,KS,메타케어,기계장비 및 관련 물품 도매업,
058110,KQ,멕아이씨에스,의료용 기기 제조업,
072770,KQ,멤레이비티,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
017180,KS,명문제약,의약품 제조업,
009900,KS,명신산업,자동차 신품 부품 제조업,
317450,KS,명인제약,의약품 제조업,
012690,KS,모나리자,기타 종이 및 판지 제품 제조업,
005360,KS,모나미,생활용품 도매업,
070960,KS,모나용평,일반 및 생활 숙박시설 운영업,
434480,KQ,모니터랩,소프트웨어 개발 및 공급업,
080420,KQ,모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업",
417970,KQ,모델솔루션,특수 목적용 기계 제조업,
080160,KQ,모두투어,여행사 및 기타 여행보조 서비스업,
087260,KQ,모바일어플라이언스,소프트웨어 개발 및 공급업,
101330,KQ,모베이스,통신 및 방송 장비 제조업,
012860,KQ,모베이스전자,자동차 신품 부품 제조업,
363260,KQ,모비데이즈,광고업,
348030,KQ,모비릭스,소프트웨어 개발 및 공급업,
250060,KQ,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
288980,KQ,모아데이타,소프트웨어 개발 및 공급업,
142760,KQ,모아라이프플러스,자연과학 및 공학 연구개발업,
033200,KQ,모아텍,전자부품 제조업,
009680,KS,모토닉,자동차 신품 부품 제조업,
118990,KQ,모트렉스,자동차 신품 부품 제조업,
463480,KQ,모티브링크,전자부품 제조업,
006920,KQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",
009580,KS,무림P&P,"펄프, 종이 및 판지 제조업",
001810,KQ,무림SP,"펄프, 종이 및 판지 제조업",
009200,KS,무림페이퍼,"펄프, 종이 및 판지 제조업",
033920,KS,무학,알코올음료 제조업,
008420,KS,문배철강,1차 철강 제조업,
279600,KQ,미디어젠,소프트웨어 개발 및 공급업,
095500,KQ,미래나노텍,플라스틱제품 제조업,
254490,KQ,미래반도체,기타 전문 도매업,
025560,KS,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
218150,KQ,미래생명자원,동물용 사료 및 조제식품 제조업,
007120,KS,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
396690,KS,미래에셋글로벌리츠,부동산 임대 및 공급업,
357250,KS,미래에셋맵스리츠,부동산 임대 및 공급업,
100790,KQ,미래에셋벤처투자,기타 금융업,
477380,KQ,미래에셋비전스팩4호,금융 지원 서비스업,
477470,KQ,미래에셋비전스팩5호,금융 지원 서비스업,
478440,KQ,미래에셋비전스팩6호,금융 지원 서비스업,
482680,KQ,미래에셋비전스팩7호,금융 지원 서비스업,
085620,KS,미래에셋생명,보험업,
006800,KS,미래에셋증권,금융 지원 서비스업,
006805,KS,미래에셋증권우,,
049950,KQ,미래컴퍼니,특수 목적용 기계 제조업,
207760,KQ,미스터블루,기타 정보 서비스업,
081660,KS,미스토홀딩스,생활용품 도매업,
002840,KS,미원상사,기타 화학제품 제조업,
268280,KS,미원에스씨,기초 화학물질 제조업,
107590,KS,미원홀딩스,기타 금융업,
134380,KS,미원화학,기타 화학제품 제조업,
003650,KS,미창석유,석유 정제품 제조업,
059090,KQ,미코,반도체 제조업,
201490,KQ,미투온,소프트웨어 개발 및 공급업,
475460,KQ,미트박스,기타 정보 서비스업,
452200,KQ,민테크,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
206640,KQ,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,
035620,KQ,바른손이앤에이,"영화, 비디오물, 방송프로그램 제작 및 배급업",
053030,KQ,바이넥스,의약품 제조업,
301300,KQ,바이브컴퍼니,소프트웨어 개발 및 공급업,
377740,KS,바이오노트,의료용품 및 기타 의약 관련제품 제조업,
064550,KQ,바이오니아,의료용품 및 기타 의약 관련제품 제조업,
314930,KQ,바이오다인,의료용 기기 제조업,
489460,KQ,바이오비쥬,기타 화학제품 제조업,
086820,KQ,바이오솔루션,기초 의약물질 제조업,
038460,KQ,바이오스마트,전자부품 제조업,
251120,KQ,바이오에프디엔씨,기초 의약물질 제조업,
199730,KQ,바이오인프라,자연과학 및 공학 연구개발업,
086040,KQ,바이오톡스텍,자연과학 및 공학 연구개발업,
188040,KQ,바이오포트,기타 식품 제조업,
099430,KQ,바이오플러스,기초 의약물질 제조업,
308080,KQ,바이젠셀,자연과학 및 공학 연구개발업,
043150,KQ,바텍,의료용 기기 제조업,
323990,KQ,박셀바이오,자연과학 및 공학 연구개발업,
003610,KS,방림,직물직조 및 직물제품 제조업,
267790,KQ,배럴,봉제의복 제조업,
046310,KQ,백금T&A,통신 및 방송 장비 제조업,
035150,KS,백산,플라스틱제품 제조업,
331520,KQ,밸로프,소프트웨어 개발 및 공급업,
199480,KQ,뱅크웨어글로벌,소프트웨어 개발 및 공급업,
438700,KQ,버넥트,소프트웨어 개발 및 공급업,
002410,KS,범양건영,건물 건설업,
382900,KQ,범한퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
206400,KQ,베노티앤알,실내건축 및 건축마무리 공사업,
019010,KQ,베뉴지,종합 소매업,
177350,KQ,베셀,플라스틱제품 제조업,
457600,KQ,벡트,영상 및 음향기기 제조업,
424760,KQ,벨로크,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
007210,KS,벽산,기타 비금속 광물제품 제조업,
250000,KQ,보라티알,음·식료품 및 담배 도매업,
002760,KS,보락,기타 화학제품 제조업,
003850,KS,보령,의약품 제조업,
310210,KQ,보로노이,자연과학 및 공학 연구개발업,
006910,KQ,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",
000890,KS,보해양조,알코올음료 제조업,
226340,KQ,본느,기타 화학제품 제조업,
003000,KS,부광약품,의약품 제조업,
001270,KS,부국증권,금융 지원 서비스업,
001275,KS,부국증권우,,
026940,KS,부국철강,1차 철강 제조업,
014470,KQ,부방,부동산 임대 및 공급업,
011390,KS,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업",
008470,KQ,부스타,"구조용 금속제품, 탱크 및 증기발생기 제조업",
338220,KQ,뷰노,소프트웨어 개발 및 공급업,
100120,KQ,뷰웍스,의료용 기기 제조업,
406820,KQ,뷰티스킨,기타 화학제품 제조업,
099390,KQ,브레인즈컴퍼니,소프트웨어 개발 및 공급업,
064480,KQ,브리지텍,소프트웨어 개발 및 공급업,
365900,KQ,브이씨,운동 및 경기용구 제조업,
089970,KQ,브이엠,특수 목적용 기계 제조업,
251630,KQ,브이원텍,특수 목적용 기계 제조업,
018290,KQ,브이티,기타 화학제품 제조업,
478560,KQ,블랙야크아이앤씨,신발 및 신발 부분품 제조업,
006740,KS,블루산업개발,"골판지, 종이 상자 및 종이용기 제조업",
439580,KQ,블루엠텍,기타 전문 도매업,
033560,KQ,블루콤,영상 및 음향기기 제조업,
369370,KQ,블리츠웨이엔터테인먼트,창작 및 예술관련 서비스업,
126340,KQ,비나텍,일차전지 및 이차전지 제조업,
082800,KQ,비보존 제약,의약품 제조업,
318410,KQ,비비씨,기타 화학제품 제조업,
002070,KS,비비안,봉제의복 제조업,
100220,KS,비상교육,"서적, 잡지 및 기타 인쇄물 출판업",
419540,KQ,비스토스,의료용 기기 제조업,
146320,KQ,비씨엔씨,반도체 제조업,
200780,KQ,비씨월드제약,의약품 제조업,
413640,KQ,비아이매트릭스,소프트웨어 개발 및 공급업,
141000,KQ,비아트론,특수 목적용 기계 제조업,
090460,KS,비에이치,전자부품 제조업,
083650,KQ,비에이치아이,일반 목적용 기계 제조업,
065170,KQ,비엘팜텍,음·식료품 및 담배 도매업,
086670,KQ,비엠티,일반 목적용 기계 제조업,
488900,KQ,비츠로넥스텍,"항공기,우주선 및 부품 제조업",
082920,KQ,비츠로셀,일차전지 및 이차전지 제조업,
054220,KQ,비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
042370,KQ,비츠로테크,기타 금융업,
050090,KQ,비케이홀딩스,광고업,
148780,KQ,비큐AI,소프트웨어 개발 및 공급업,
307870,KQ,비투엔,소프트웨어 개발 및 공급업,
377030,KQ,비트맥스,소프트웨어 개발 및 공급업,
032850,KQ,비트컴퓨터,소프트웨어 개발 및 공급업,
049470,KQ,비트플래닛,소프트웨어 개발 및 공급업,
238200,KQ,비피도,기타 식품 제조업,
093190,KQ,빅솔론,컴퓨터 및 주변장치 제조업,
065450,KQ,빅텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
044480,KQ,빌리언스,창작 및 예술관련 서비스업,
005180,KS,빙그레,동·식물성 유지 및 낙농제품 제조업,
069540,KQ,빛과전자,통신 및 방송 장비 제조업,
072950,KQ,빛샘전자,전자부품 제조업,
451250,KQ,삐아,기타 화학제품 제조업,
143240,KQ,사람인,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",
466410,KQ,사이냅소프트,소프트웨어 개발 및 공급업,
003960,KS,사조대림,수산물 가공 및 저장 처리업,
008040,KS,사조동아원,"곡물가공품, 전분 및 전분제품 제조업",
007160,KS,사조산업,수산물 가공 및 저장 처리업,
014710,KS,사조씨푸드,수산물 가공 및 저장 처리업,
006090,KS,사조오양,수산물 가공 및 저장 처리업,
223310,KQ,사토시홀딩스,상품 종합 도매업,
452430,KQ,사피엔반도체,반도체 제조업,
419120,KQ,산돌,소프트웨어 개발 및 공급업,
062040,KS,산일전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
122350,KQ,삼기,자동차 신품 부품 제조업,
419050,KQ,삼기에너지솔루션즈,자동차 신품 부품 제조업,
014970,KQ,삼륭물산,"골판지, 종이 상자 및 종이용기 제조업",
005610,KS,삼립,기타 식품 제조업,
018310,KQ,삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업",
012210,KQ,삼미금속,기타 금속 가공제품 제조업,
053700,KQ,삼보모터스,자동차 신품 부품 제조업,
009620,KQ,삼보산업,1차 비철금속 제조업,
023600,KQ,삼보판지,"펄프, 종이 및 판지 제조업",
001470,KS,삼부토건,토목 건설업,
028050,KS,삼성E&A,"건축기술, 엔지니어링 및 관련 기술 서비스업",
448730,KS,삼성FN리츠,부동산 임대 및 공급업,
006400,KS,삼성SDI,일차전지 및 이차전지 제조업,
006405,KS,삼성SDI우,,
006660,KS,삼성공조,자동차 신품 부품 제조업,
028260,KS,삼성물산,기타 전문 도매업,
207940,KS,삼성바이오로직스,기초 의약물질 제조업,
032830,KS,삼성생명,보험업,
018260,KS,삼성에스디에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
009150,KS,삼성전기,전자부품 제조업,
009155,KS,삼성전기우,,
005930,KS,삼성전자,통신 및 방송 장비 제조업,
005935,KS,삼성전자우,,
001360,KS,삼성제약,의약품 제조업,
010140,KS,삼성중공업,선박 및 보트 건조업,
016360,KS,삼성증권,금융 지원 서비스업,
068290,KS,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업",
029780,KS,삼성카드,기타 금융업,
000810,KS,삼성화재,보험업,
000815,KS,삼성화재우,,
006110,KS,삼아알미늄,1차 비철금속 제조업,
009300,KQ,삼아제약,의약품 제조업,
145990,KS,삼양사,기타 식품 제조업,
145995,KS,삼양사우,,
003230,KS,삼양식품,기타 식품 제조업,
482630,KQ,삼양엔씨켐,기타 화학제품 제조업,
484590,KQ,삼양컴텍,무기 및 총포탄 제조업,
036670,KQ,삼양케이씨아이,기타 화학제품 제조업,
272550,KS,삼양패키징,플라스틱제품 제조업,
000070,KS,삼양홀딩스,기타 금융업,
003720,KS,삼영,플라스틱제품 제조업,
002810,KS,삼영무역,기타 전문 도매업,
361670,KQ,삼영에스앤씨,전자부품 제조업,
054540,KQ,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",
065570,KQ,삼영이엔씨,통신 및 방송 장비 제조업,
005680,KS,삼영전자,전자부품 제조업,
023000,KS,삼원강재,자동차 신품 부품 제조업,
004380,KS,삼익THK,일반 목적용 기계 제조업,
002450,KS,삼익악기,악기 제조업,
014950,KQ,삼익제약,의약품 제조업,
032280,KQ,삼일,도로 화물 운송업,
002290,KQ,삼일기업공사,건물 건설업,
004440,KS,삼일씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업",
000520,KS,삼일제약,의약품 제조업,
009770,KS,삼정펄프,"펄프, 종이 및 판지 제조업",
037460,KQ,삼지전자,통신 및 방송 장비 제조업,
032750,KQ,삼진,통신 및 방송 장비 제조업,
054090,KQ,삼진엘앤디,그외 기타 제품 제조업,
005500,KS,삼진제약,의약품 제조업,
000250,KQ,삼천당제약,의약품 제조업,
004690,KS,삼천리,연료용 가스 제조 및 배관공급업,
024950,KQ,삼천리자전거,생활용품 도매업,
038500,KQ,삼표시멘트,기타 비금속 광물제품 제조업,
437730,KQ,삼현,자동차 신품 부품 제조업,
